,stockid,stocklong,year,TL,F,ER,ssbssbmsy,ffmsy,uumsy,Btouse,Ctouse,Utouse,B/Bmsytouse,U/Umsytouse,B/Bmgttouse,U/Umgttouse,r
0,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1913,7.0,1.13e-05,4.74e-06,2.37,0.0003,0.000291,2090000.0,7.0,1.13e-05,2.37,0.0003,2.37,0.0003,0.0006
1,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1914,30.0,4.66e-05,2.0300000000000002e-05,2.37,0.00124,0.00125,2090000.0,30.0,4.66e-05,2.37,0.00124,2.37,0.00124,0.00248
2,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1915,40.0,6.29e-05,2.71e-05,2.37,0.0016699999999999998,0.0016699999999999998,2090000.0,40.0,6.29e-05,2.37,0.0016699999999999998,2.37,0.0016699999999999998,0.0033399999999999997
3,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1916,53.0,8.31e-05,3.59e-05,2.37,0.0022,0.00221,2090000.0,53.0,8.31e-05,2.37,0.0022,2.37,0.0022,0.0044
4,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1917,82.0,0.000129,5.550000000000001e-05,2.37,0.0034200000000000003,0.0034100000000000003,2090000.0,82.0,0.000129,2.37,0.0034200000000000003,2.37,0.0034200000000000003,0.006840000000000001
5,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1918,73.0,0.00011399999999999999,4.94e-05,2.37,0.00303,0.0030399999999999997,2090000.0,73.0,0.00011399999999999999,2.37,0.00303,2.37,0.00303,0.00606
6,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1919,25.0,3.8799999999999994e-05,1.6899999999999997e-05,2.37,0.00103,0.0010400000000000001,2090000.0,25.0,3.8799999999999994e-05,2.37,0.00103,2.37,0.00103,0.00206
7,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1920,31.0,4.8e-05,2.1e-05,2.37,0.0012699999999999999,0.0012900000000000001,2090000.0,31.0,4.8e-05,2.37,0.0012699999999999999,2.37,0.0012699999999999999,0.0025399999999999997
8,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1921,13.0,1.9600000000000002e-05,8.8e-06,2.37,0.0005200000000000001,0.000541,2090000.0,13.0,1.9600000000000002e-05,2.37,0.0005200000000000001,2.37,0.0005200000000000001,0.0010400000000000001
9,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1922,9.0,1.34e-05,6.09e-06,2.37,0.00035499999999999996,0.00037400000000000004,2090000.0,9.0,1.34e-05,2.37,0.00035499999999999996,2.37,0.00035499999999999996,0.0007099999999999999
10,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1923,7.0,1.0800000000000002e-05,4.73e-06,2.37,0.000286,0.000291,2100000.0,7.0,1.0800000000000002e-05,2.37,0.000286,2.37,0.000286,0.000572
11,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1924,40.0,6.2e-05,2.7000000000000002e-05,2.37,0.00164,0.0016600000000000002,2100000.0,40.0,6.2e-05,2.37,0.00164,2.37,0.00164,0.00328
12,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1925,25.0,3.86e-05,1.6899999999999997e-05,2.37,0.0010199999999999999,0.0010400000000000001,2100000.0,25.0,3.86e-05,2.37,0.0010199999999999999,2.37,0.0010199999999999999,0.0020399999999999997
13,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1926,30.0,4.6399999999999996e-05,2.0300000000000002e-05,2.38,0.00123,0.00125,2100000.0,30.0,4.6399999999999996e-05,2.38,0.00123,2.38,0.00123,0.00246
14,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1927,30.0,4.68e-05,2.02e-05,2.38,0.00124,0.00124,2100000.0,30.0,4.68e-05,2.38,0.00124,2.38,0.00124,0.00248
15,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1928,57.0,8.89e-05,3.84e-05,2.38,0.00236,0.00236,2100000.0,57.0,8.89e-05,2.38,0.00236,2.38,0.00236,0.00472
16,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1929,34.0,5.27e-05,2.2899999999999998e-05,2.38,0.0014,0.00141,2100000.0,34.0,5.27e-05,2.38,0.0014,2.38,0.0014,0.0028
17,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1930,54.0,8.37e-05,3.64e-05,2.38,0.0022199999999999998,0.00224,2100000.0,54.0,8.37e-05,2.38,0.0022199999999999998,2.38,0.0022199999999999998,0.0044399999999999995
18,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1931,108.0,0.000167,7.269999999999999e-05,2.38,0.0044399999999999995,0.00447,2100000.0,108.0,0.000167,2.38,0.0044399999999999995,2.38,0.0044399999999999995,0.008879999999999999
19,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1932,60.0,9.32e-05,4.04e-05,2.38,0.00247,0.00248,2110000.0,60.0,9.32e-05,2.38,0.00247,2.38,0.00247,0.00494
20,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1933,120.0,0.00018600000000000002,8.070000000000001e-05,2.39,0.00494,0.00496,2110000.0,120.0,0.00018600000000000002,2.39,0.00494,2.39,0.00494,0.00988
21,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1934,519.0,0.0008060000000000001,0.000349,2.39,0.0214,0.0215,2110000.0,519.0,0.0008060000000000001,2.39,0.0214,2.39,0.0214,0.0428
22,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1935,7550.0,0.0118,0.0051,2.37,0.313,0.314,2100000.0,7550.0,0.0118,2.37,0.313,2.37,0.313,0.626
23,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1936,23200.0,0.037,0.016,2.33,0.982,0.982,2050000.0,23200.0,0.037,2.33,0.982,2.33,0.982,1.964
24,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1937,14800.0,0.0244,0.0105,2.26,0.647,0.648,1990000.0,14800.0,0.0244,2.26,0.647,2.26,0.647,1.294
25,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1938,20600.0,0.0349,0.0151,2.2,0.9259999999999999,0.9259999999999999,1940000.0,20600.0,0.0349,2.2,0.9259999999999999,2.2,0.9259999999999999,1.8519999999999999
26,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1939,25400.0,0.0446,0.0192,2.12,1.18,1.18,1870000.0,25400.0,0.0446,2.12,1.18,2.12,1.18,2.36
27,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1940,26800.0,0.049,0.0211,2.03,1.3,1.3,1800000.0,26800.0,0.049,2.03,1.3,2.03,1.3,2.6
28,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1941,50800.0,0.0996,0.0427,1.91,2.64,2.62,1690000.0,50800.0,0.0996,1.91,2.64,1.91,2.64,5.28
29,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1942,55900.0,0.121,0.0518,1.73,3.22,3.19,1530000.0,55900.0,0.121,1.73,3.22,1.73,3.22,6.44
30,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1943,48300.0,0.11699999999999999,0.0499,1.55,3.1,3.07,1370000.0,48300.0,0.11699999999999999,1.55,3.1,1.55,3.1,6.2
31,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1944,50400.0,0.136,0.0581,1.39,3.61,3.57,1230000.0,50400.0,0.136,1.39,3.61,1.39,3.61,7.22
32,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1945,37900.0,0.114,0.0486,1.25,3.02,2.98,1110000.0,37900.0,0.114,1.25,3.02,1.25,3.02,6.04
33,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1946,42400.0,0.141,0.06,1.13,3.74,3.69,1000000.0,42400.0,0.141,1.13,3.74,1.13,3.74,7.48
34,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1947,40200.0,0.15,0.0636,1.01,3.98,3.91,894000.0,40200.0,0.15,1.01,3.98,1.01,3.98,7.96
35,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1948,43600.0,0.185,0.0784,0.893,4.92,4.82,788000.0,43600.0,0.185,0.893,4.92,0.893,4.92,9.84
36,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1949,30700.0,0.14800000000000002,0.0626,0.789,3.91,3.85,696000.0,30700.0,0.14800000000000002,0.789,3.91,0.789,3.91,7.82
37,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1950,34300.0,0.184,0.0779,0.7070000000000001,4.89,4.79,624000.0,34300.0,0.184,0.7070000000000001,4.89,0.7070000000000001,4.89,9.78
38,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1951,30100.0,0.183,0.0771,0.626,4.85,4.74,553000.0,30100.0,0.183,0.626,4.85,0.626,4.85,9.7
39,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1952,21400.0,0.14300000000000002,0.0604,0.568,3.79,3.71,502000.0,21400.0,0.14300000000000002,0.568,3.79,0.568,3.79,7.58
40,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1953,16800.0,0.11900000000000001,0.0503,0.536,3.15,3.09,473000.0,16800.0,0.11900000000000001,0.536,3.15,0.536,3.15,6.3
41,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1954,13000.0,0.0943,0.0401,0.52,2.5,2.46,459000.0,13000.0,0.0943,0.52,2.5,0.52,2.5,5.0
42,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1955,13900.0,0.10300000000000001,0.0437,0.511,2.72,2.69,451000.0,13900.0,0.10300000000000001,0.511,2.72,0.511,2.72,5.44
43,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1956,14400.0,0.10800000000000001,0.0461,0.5,2.88,2.84,442000.0,14400.0,0.10800000000000001,0.5,2.88,0.5,2.88,5.76
44,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1957,18500.0,0.145,0.0615,0.483,3.85,3.78,426000.0,18500.0,0.145,0.483,3.85,0.483,3.85,7.7
45,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1958,16000.0,0.132,0.056,0.46,3.51,3.44,406000.0,16000.0,0.132,0.46,3.51,0.46,3.51,7.02
46,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1959,15500.0,0.133,0.0562,0.44299999999999995,3.53,3.46,391000.0,15500.0,0.133,0.44299999999999995,3.53,0.44299999999999995,3.53,7.06
47,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1960,11400.0,0.0994,0.0422,0.433,2.64,2.59,382000.0,11400.0,0.0994,0.433,2.64,0.433,2.64,5.28
48,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1961,14100.0,0.125,0.0529,0.42700000000000005,3.32,3.25,377000.0,14100.0,0.125,0.42700000000000005,3.32,0.42700000000000005,3.32,6.64
49,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1962,14100.0,0.129,0.0545,0.41600000000000004,3.41,3.35,368000.0,14100.0,0.129,0.41600000000000004,3.41,0.41600000000000004,3.41,6.82
50,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1963,10000.0,0.0923,0.0392,0.41100000000000003,2.45,2.41,363000.0,10000.0,0.0923,0.41100000000000003,2.45,0.41100000000000003,2.45,4.9
51,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1964,8310.0,0.0753,0.032,0.41600000000000004,2.0,1.97,368000.0,8310.0,0.0753,0.41600000000000004,2.0,0.41600000000000004,2.0,4.0
52,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1965,8060.0,0.0711,0.0303,0.426,1.89,1.86,376000.0,8060.0,0.0711,0.426,1.89,0.426,1.89,3.78
53,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1966,8570.0,0.0739,0.0315,0.43700000000000006,1.96,1.94,386000.0,8570.0,0.0739,0.43700000000000006,1.96,0.43700000000000006,1.96,3.92
54,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1967,10900.0,0.0924,0.0393,0.44299999999999995,2.45,2.42,391000.0,10900.0,0.0924,0.44299999999999995,2.45,0.44299999999999995,2.45,4.9
55,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1968,6780.0,0.0566,0.0242,0.45,1.5,1.49,398000.0,6780.0,0.0566,0.45,1.5,0.45,1.5,3.0
56,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1969,12500.0,0.102,0.0438,0.456,2.7,2.69,403000.0,12500.0,0.102,0.456,2.7,0.456,2.7,5.4
57,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1970,16700.0,0.141,0.061,0.44,3.75,3.75,389000.0,16700.0,0.141,0.44,3.75,0.44,3.75,7.5
58,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1971,20000.0,0.183,0.0793,0.405,4.85,4.88,358000.0,20000.0,0.183,0.405,4.85,0.405,4.85,9.7
59,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1972,19100.0,0.196,0.0857,0.35700000000000004,5.21,5.27,316000.0,19100.0,0.196,0.35700000000000004,5.21,0.35700000000000004,5.21,10.42
60,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1973,17400.0,0.20800000000000002,0.0903,0.308,5.51,5.55,272000.0,17400.0,0.20800000000000002,0.308,5.51,0.308,5.51,11.02
61,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1974,10500.0,0.145,0.062,0.271,3.85,3.81,239000.0,10500.0,0.145,0.271,3.85,0.271,3.85,7.7
62,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1975,10600.0,0.16699999999999998,0.0683,0.248,4.44,4.2,219000.0,10600.0,0.16699999999999998,0.248,4.44,0.248,4.44,8.88
63,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1976,10700.0,0.188,0.075,0.22899999999999998,5.0,4.61,202000.0,10700.0,0.188,0.22899999999999998,5.0,0.22899999999999998,5.0,10.0
64,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1977,13200.0,0.24600000000000002,0.102,0.209,6.54,6.24,185000.0,13200.0,0.24600000000000002,0.209,6.54,0.209,6.54,13.08
65,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1978,14100.0,0.303,0.12300000000000001,0.183,8.04,7.57,162000.0,14100.0,0.303,0.183,8.04,0.183,8.04,16.08
66,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1979,14800.0,0.365,0.156,0.152,9.67,9.59,134000.0,14800.0,0.365,0.152,9.67,0.152,9.67,19.34
67,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1980,10200.0,0.302,0.135,0.121,8.0,8.32,107000.0,10200.0,0.302,0.121,8.0,0.121,8.0,16.0
68,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1981,7920.0,0.3,0.131,0.0972,7.95,8.03,85900.0,7920.0,0.3,0.0972,7.95,0.0972,7.95,15.9
69,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1982,6900.0,0.344,0.14300000000000002,0.0773,9.12,8.81,68300.0,6900.0,0.344,0.0773,9.12,0.0773,9.12,18.24
70,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1983,5330.0,0.34600000000000003,0.14,0.0612,9.18,8.59,54000.0,5330.0,0.34600000000000003,0.0612,9.18,0.0612,9.18,18.36
71,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1984,4790.0,0.38299999999999995,0.156,0.0494,10.2,9.57,43600.0,4790.0,0.38299999999999995,0.0494,10.2,0.0494,10.2,20.4
72,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1985,4280.0,0.44799999999999995,0.17300000000000001,0.0396,11.9,10.7,35000.0,4280.0,0.44799999999999995,0.0396,11.9,0.0396,11.9,23.8
73,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1986,2930.0,0.364,0.142,0.033,9.65,8.74,29200.0,2930.0,0.364,0.033,9.65,0.033,9.65,19.3
74,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1987,1890.0,0.245,0.0986,0.0308,6.5,6.06,27200.0,1890.0,0.245,0.0308,6.5,0.0308,6.5,13.0
75,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1988,1180.0,0.14800000000000002,0.0586,0.0322,3.93,3.6,28400.0,1180.0,0.14800000000000002,0.0322,3.93,0.0322,3.93,7.86
76,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1989,637.0,0.0759,0.0292,0.0367,2.01,1.8,32500.0,669.0,0.0759,0.0367,2.01,0.0367,2.01,4.02
77,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1990,601.0,0.0597,0.0234,0.0438,1.58,1.44,38700.0,639.0,0.0597,0.0438,1.58,0.0438,1.58,3.16
78,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1991,525.0,0.81,0.0791,0.0414,21.5,4.86,36500.0,2040.0,0.81,0.0414,21.5,0.0414,21.5,43.0
79,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1992,849.0,0.114,0.0429,0.0366,3.02,2.63,32300.0,978.0,0.114,0.0366,3.02,0.0366,3.02,6.04
80,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1993,800.0,0.107,0.0377,0.0445,2.84,2.32,39300.0,1050.0,0.107,0.0445,2.84,0.0445,2.84,5.68
81,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1994,440.0,0.8190000000000001,0.0198,0.0443,21.7,1.21,39200.0,546.0,0.8190000000000001,0.0443,21.7,0.0443,21.7,43.4
82,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1995,440.0,0.0738,0.0222,0.0456,1.96,1.36,40300.0,631.0,0.0738,0.0456,1.96,0.0456,1.96,3.92
83,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1996,322.0,0.058,0.0169,0.0652,1.54,1.04,57600.0,689.0,0.058,0.0652,1.54,0.0652,1.54,3.08
84,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1997,251.0,0.0223,0.00745,0.0931,0.591,0.45799999999999996,82200.0,432.0,0.0223,0.0931,0.591,0.0931,0.591,1.182
85,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1998,320.0,0.0244,0.00727,0.129,0.648,0.447,114000.0,586.0,0.0244,0.129,0.648,0.129,0.648,1.296
86,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,1999,353.0,0.009059999999999999,0.0035600000000000002,0.17300000000000001,0.24,0.21899999999999997,153000.0,383.0,0.009059999999999999,0.17300000000000001,0.24,0.17300000000000001,0.24,0.48
87,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,2000,319.0,0.0085,0.00351,0.223,0.225,0.21600000000000003,197000.0,488.0,0.0085,0.223,0.225,0.223,0.225,0.45
88,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,2001,360.0,0.01,0.00419,0.27899999999999997,0.265,0.257,246000.0,728.0,0.01,0.27899999999999997,0.265,0.27899999999999997,0.265,0.53
89,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,2002,368.0,0.00554,0.00231,0.34299999999999997,0.147,0.142,303000.0,494.0,0.00554,0.34299999999999997,0.147,0.34299999999999997,0.147,0.294
90,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,2003,361.0,0.0053,0.00216,0.419,0.141,0.133,370000.0,564.0,0.0053,0.419,0.141,0.419,0.141,0.282
91,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,2004,398.0,0.004079999999999999,0.00165,0.509,0.10800000000000001,0.10099999999999999,449000.0,523.0,0.004079999999999999,0.509,0.10800000000000001,0.509,0.10800000000000001,0.21600000000000003
92,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,2005,564.0,0.00425,0.0017399999999999998,0.614,0.113,0.107,543000.0,665.0,0.00425,0.614,0.113,0.614,0.113,0.226
93,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,2006,499.0,0.00345,0.0014199999999999998,0.7340000000000001,0.0915,0.087,649000.0,648.0,0.00345,0.7340000000000001,0.0915,0.7340000000000001,0.0915,0.183
94,ACADREDGOMGB,Acadian redfish Gulf of Maine / Georges Bank,2007,787.0,0.005,0.00215,0.866,0.133,0.132,765000.0,1160.0,0.005,0.866,0.133,0.866,0.133,0.266
95,AFLONCH,Alfonsino Chile,1998,127.0,,0.00265,,,,47900.0,127.0,0.00265,,,,,
96,AFLONCH,Alfonsino Chile,1999,715.0,,0.0151,,,,47200.0,715.0,0.0151,,,,,
97,AFLONCH,Alfonsino Chile,2000,4380.0,,0.0967,,,,45300.0,4380.0,0.0967,,,,,
98,AFLONCH,Alfonsino Chile,2001,5040.0,,0.128,,,,39400.0,5040.0,0.128,,,,,
99,AFLONCH,Alfonsino Chile,2002,8160.0,,0.243,,,,33600.0,8160.0,0.243,,,,,
100,AFLONCH,Alfonsino Chile,2003,9100.0,,0.358,,,,25400.0,9100.0,0.358,,,,,
101,AFLONCH,Alfonsino Chile,2004,2820.0,,0.153,,,,18400.0,2820.0,0.153,,,,,
102,AFLONCH,Alfonsino Chile,2005,2810.0,,0.172,,,,16300.0,2810.0,0.172,,,,,
103,AFLONCH,Alfonsino Chile,2006,2350.0,,0.17,,,,13800.0,2350.0,0.17,,,,,
104,AFLONCH,Alfonsino Chile,2007,2630.0,,0.21,,,,12500.0,2630.0,0.21,,,,,
105,AFLONCH,Alfonsino Chile,2008,2600.0,,0.21,,,,12400.0,2600.0,0.21,,,,,
106,AFLONCH,Alfonsino Chile,2009,1070.0,,0.093,,,,11500.0,1070.0,0.093,,,,,
107,AFLONCH,Alfonsino Chile,2010,964.0,,0.0846,,,,11400.0,964.0,0.0846,,,,,
108,AFLONCH,Alfonsino Chile,2011,204.0,,0.0176,,,,11600.0,204.0,0.0176,,,,,
109,ALBAIO,Albacore tuna Indian Ocean,1950,,,0.0,,0.0,,541000.0,6.0,0.0,1.56,0.0,1.56,0.0,0.0
110,ALBAIO,Albacore tuna Indian Ocean,1951,,,0.0,,0.0,,541000.0,6.0,0.0,1.56,0.0,1.56,0.0,0.0
111,ALBAIO,Albacore tuna Indian Ocean,1952,,,0.0,,0.0,,541000.0,67.0,0.0,1.56,0.0,1.56,0.0,0.0
112,ALBAIO,Albacore tuna Indian Ocean,1953,,,0.002,,0.01,,541000.0,1100.0,0.002,1.56,0.01,1.56,0.01,0.02
113,ALBAIO,Albacore tuna Indian Ocean,1954,,,0.005,,0.04,,540000.0,2830.0,0.005,1.57,0.04,1.57,0.04,0.08
114,ALBAIO,Albacore tuna Indian Ocean,1955,,,0.006,,0.04,,539000.0,3340.0,0.006,1.55,0.04,1.55,0.04,0.08
115,ALBAIO,Albacore tuna Indian Ocean,1956,,,0.01,,0.07,,537000.0,5610.0,0.01,1.55,0.07,1.55,0.07,0.14
116,ALBAIO,Albacore tuna Indian Ocean,1957,,,0.01,,0.07,,534000.0,5320.0,0.01,1.54,0.07,1.54,0.07,0.14
117,ALBAIO,Albacore tuna Indian Ocean,1958,,,0.014,,0.1,,531000.0,7280.0,0.014,1.53,0.1,1.53,0.1,0.2
118,ALBAIO,Albacore tuna Indian Ocean,1959,,,0.022,,0.16,,528000.0,11600.0,0.022,1.52,0.16,1.52,0.16,0.32
119,ALBAIO,Albacore tuna Indian Ocean,1960,,,0.023,,0.17,,522000.0,12100.0,0.023,1.51,0.17,1.51,0.17,0.34
120,ALBAIO,Albacore tuna Indian Ocean,1961,,,0.032,,0.24,,517000.0,16600.0,0.032,1.49,0.24,1.49,0.24,0.48
121,ALBAIO,Albacore tuna Indian Ocean,1962,,,0.037,,0.28,,509000.0,19000.0,0.037,1.47,0.28,1.47,0.28,0.56
122,ALBAIO,Albacore tuna Indian Ocean,1963,,,0.028,,0.22,,501000.0,14200.0,0.028,1.45,0.22,1.45,0.22,0.44
123,ALBAIO,Albacore tuna Indian Ocean,1964,,,0.039,,0.3,,498000.0,19400.0,0.039,1.44,0.3,1.44,0.3,0.6
124,ALBAIO,Albacore tuna Indian Ocean,1965,,,0.027,,0.21,,491000.0,13200.0,0.027,1.42,0.21,1.42,0.21,0.42
125,ALBAIO,Albacore tuna Indian Ocean,1966,,,0.032,,0.25,,491000.0,15600.0,0.032,1.41,0.25,1.41,0.25,0.5
126,ALBAIO,Albacore tuna Indian Ocean,1967,,,0.045,,0.36,,489000.0,22000.0,0.045,1.42,0.36,1.42,0.36,0.72
127,ALBAIO,Albacore tuna Indian Ocean,1968,,,0.04,,0.33,,482000.0,19400.0,0.04,1.39,0.33,1.39,0.33,0.66
128,ALBAIO,Albacore tuna Indian Ocean,1969,,,0.044,,0.37,,479000.0,20900.0,0.044,1.38,0.37,1.38,0.37,0.74
129,ALBAIO,Albacore tuna Indian Ocean,1970,,,0.03,,0.26,,474000.0,14500.0,0.03,1.37,0.26,1.37,0.26,0.52
130,ALBAIO,Albacore tuna Indian Ocean,1971,,,0.028,,0.23,,475000.0,13400.0,0.028,1.37,0.23,1.37,0.23,0.46
131,ALBAIO,Albacore tuna Indian Ocean,1972,,,0.027,,0.22,,477000.0,12800.0,0.027,1.39,0.22,1.39,0.22,0.44
132,ALBAIO,Albacore tuna Indian Ocean,1973,,,0.049,,0.39,,480000.0,23500.0,0.049,1.39,0.39,1.39,0.39,0.78
133,ALBAIO,Albacore tuna Indian Ocean,1974,,,0.064,,0.53,,474000.0,30300.0,0.064,1.38,0.53,1.38,0.53,1.06
134,ALBAIO,Albacore tuna Indian Ocean,1975,,,0.025,,0.22,,464000.0,11800.0,0.025,1.34,0.22,1.34,0.22,0.44
135,ALBAIO,Albacore tuna Indian Ocean,1976,,,0.033,,0.28,,468000.0,15400.0,0.033,1.35,0.28,1.35,0.28,0.56
136,ALBAIO,Albacore tuna Indian Ocean,1977,,,0.027,,0.22,,469000.0,12600.0,0.027,1.36,0.22,1.36,0.22,0.44
137,ALBAIO,Albacore tuna Indian Ocean,1978,,,0.038,,0.31,,473000.0,18200.0,0.038,1.36,0.31,1.36,0.31,0.62
138,ALBAIO,Albacore tuna Indian Ocean,1979,,,0.037,,0.31,,473000.0,17700.0,0.037,1.36,0.31,1.36,0.31,0.62
139,ALBAIO,Albacore tuna Indian Ocean,1980,,,0.029,,0.24,,472000.0,13700.0,0.029,1.35,0.24,1.35,0.24,0.48
140,ALBAIO,Albacore tuna Indian Ocean,1981,,,0.031,,0.26,,474000.0,14800.0,0.031,1.37,0.26,1.37,0.26,0.52
141,ALBAIO,Albacore tuna Indian Ocean,1982,,,0.052,,0.43,,476000.0,24700.0,0.052,1.37,0.43,1.37,0.43,0.86
142,ALBAIO,Albacore tuna Indian Ocean,1983,,,0.042,,0.36,,470000.0,19800.0,0.042,1.35,0.36,1.35,0.36,0.72
143,ALBAIO,Albacore tuna Indian Ocean,1984,,,0.037,,0.32,,468000.0,17400.0,0.037,1.35,0.32,1.35,0.32,0.64
144,ALBAIO,Albacore tuna Indian Ocean,1985,,,0.023,,0.2,,467000.0,10800.0,0.023,1.35,0.2,1.35,0.2,0.4
